name,district,bedroomNum,livingroomNum,bathroomNum,area,builtYear,direction,distance2SW,floorNum,type,price
四平园小区,xc,1,1,1,45,1996,sn,1800,6,low,6350000
四平园小区,xc,1,1,1,45,1996,sn,1800,7,low,6350000
金鱼池(中区),dc,2,1,1,47.3,2002,sn,1400,5,NA,4600000
四平园小区,xc,1,1,1,45,1996,sn,1800,7,low,6350000
金鱼池(中区),dc,2,1,1,47.3,2002,sn,1400,5,NA,4600000
四平园小区,xc,1,1,1,45,1996,sn,1800,7,low,6350000
和义西里(三区),ft,1,1,1,53.4,2000,sn,NA,6,low,2790000
珠江骏景北区,ft,1,1,1,54.3,2004,e,NA,9,low,3700000
四平园小区,xc,1,1,1,45,1996,sn,1800,7,low,6350000
珠江骏景北区,ft,1,1,1,54,2005,e,NA,9,low,3700000
兴隆都市馨园,dc,1,1,1,53,NA,s,NA,6,low,5350000
石榴园北里小区,ft,1,1,1,49.9,1996,e,NA,6,low,2740000
四平园小区,xc,1,1,1,45,1996,sn,1800,6,low,6350000
经济日报社宿舍,xc,1,1,1,53.7,1998,s,1600,10,low,6700000
石榴园南里小区,ft,1,1,1,50.1,2002,s,NA,6,low,2750000
蒲安西里,ft,1,1,1,53.5,1994,w,NA,6,low,3310000
兴隆都市馨园,dc,1,1,1,54,2005,sn,NA,6,low,5480000
四平园小区,xc,1,1,1,47.9,1996,s,1800,6,low,6600000
兴隆都市馨园,dc,1,1,1,53.2,2003,s,NA,6,low,5600000
石榴园北里小区,ft,1,1,1,50,2000,e,NA,6,low,2700000
久敬佳园,ft,1,1,1,59.6,2007,en,NA,10,low,3050000
兴隆都市馨园,dc,1,1,1,40.9,2004,e,NA,7,low,4600000
石榴园北里小区,ft,1,2,1,50,1996,sn,NA,6,low,2780000
经济日报社宿舍,xc,1,1,1,53.7,1998,s,1600,9,low,6700000
兴隆都市馨园,dc,1,1,1,52.8,2004,e,NA,6,low,5600000
天桥北里,xc,1,1,1,59.7,2004,e,416,7,low,5500000
高庄小区,ft,2,1,1,56.4,1982,sn,686,6,mid,2800000
大红门西后街,ft,2,1,1,58.6,1984,sn,854,6,high,2890000
定安西里,ft,2,0,1,49.6,1988,es,1500,6,mid,2950000
马家堡路68号院,ft,2,1,1,52.5,2001,e,NA,6,mid,2950000
万源南里,ft,2,1,1,57.4,1988,sn,NA,6,high,2850000
瀛海家园畅园,dx,2,1,1,83.1,2014,sn,NA,15,mid,2950000
经济日报社宿舍,xc,1,1,1,53.7,1998,s,1600,10,low,6700000
兴隆都市馨园,dc,1,1,1,53,NA,s,NA,6,low,5350000
久敬佳园,ft,1,1,1,59.6,2007,en,NA,10,low,3050000
和义西里(三区),ft,1,1,1,53.4,2000,sn,NA,6,low,2790000
兴隆都市馨园,dc,1,1,1,52.8,2005,e,NA,6,low,5600000
珠江骏景北区,ft,1,1,1,54.3,2004,e,NA,9,low,3700000
兴隆都市馨园,dc,1,1,1,53.2,2004,s,NA,6,low,5600000
兴隆都市馨园,dc,1,1,1,54,2003,sn,NA,6,low,5480000
天桥北里,xc,1,1,1,59.7,2004,e,416,7,low,5500000
珠江骏景北区,ft,1,1,1,54.3,2004,e,NA,9,low,3700000
四平园小区,xc,1,1,1,45,1996,sn,1800,7,low,6350000
四平园小区,xc,1,1,1,47.9,1996,s,1800,6,low,6600000
四平园小区,xc,1,1,1,45,1996,sn,1800,6,low,6350000
石榴园北里小区,ft,1,1,1,49.9,1996,e,NA,6,low,2740000
高庄小区,ft,2,1,1,56.4,1982,sn,686,6,mid,2800000
马家堡路68号院,ft,2,1,1,52.5,1989,e,NA,6,mid,2950000
兴隆都市馨园,dc,1,1,1,53.2,2005,s,NA,6,low,5600000
四平园小区,xc,1,1,1,45,1996,sn,1800,6,low,6350000
石榴园北里小区,ft,1,1,1,49.9,1996,e,NA,6,low,2740000
四平园小区,xc,1,1,1,47.9,1996,s,1800,6,low,6600000
兴隆都市馨园,dc,1,1,1,53,2004,s,NA,6,low,5350000
兴隆都市馨园,dc,1,1,1,54,NA,sn,NA,6,low,5480000
经济日报社宿舍,xc,1,1,1,53.7,1998,s,1600,10,low,6700000
高庄小区,ft,2,1,1,56.4,1982,sn,686,6,mid,2800000
四平园小区,xc,1,1,1,45,1996,sn,1800,6,low,6350000
兴隆都市馨园,dc,1,1,1,53.2,NA,s,NA,6,low,5600000
四平园小区,xc,1,1,1,47.9,1996,s,1800,6,low,6600000
石榴园北里小区,ft,1,1,1,49.9,1996,e,NA,6,low,2740000
兴隆都市馨园,dc,1,1,1,53,2005,s,NA,6,low,5350000
四平园小区,xc,1,1,1,47.9,1996,s,1800,6,low,6600000
兴隆都市馨园,dc,1,1,1,53.2,NA,s,NA,6,low,5600000
兴隆都市馨园,dc,1,1,1,53,2003,s,NA,6,low,5350000
兴隆都市馨园,dc,1,1,1,53,2003,s,NA,6,low,5350000
兴隆都市馨园,dc,1,1,1,53,NA,s,NA,6,low,5350000
瀛海家园融园,dx,2,1,1,85.1,2014,sn,1400,15,mid,2900000
阳光花园(马家堡101号院),ft,1,1,1,46.3,2011,s,NA,20,low,3430000
阳光花园(马家堡101号院),ft,1,1,1,46.3,2010,s,NA,18,low,3430000
马家堡路23号院,ft,2,1,1,55.4,1988,en,NA,18,low,2900000
西马小区,ft,1,1,1,54.2,1998,sn,NA,5,NA,3040000
建予园,dc,2,1,1,90.4,1999,en,NA,16,low,5450000
瀛海家园融园,dx,2,2,1,88.9,2014,sn,1400,15,low,3100000
鑫宝苑,ft,2,1,1,89.5,2002,sn,NA,14,low,4800000
瀛海家园和园,dx,2,1,1,83,2015,sn,NA,15,low,2730000
中南湾,dx,2,1,1,97,2000,sn,NA,16,low,4760000
悠胜美苑,dc,2,2,1,85.2,2011,sn,NA,12,low,5350000
畅柳园,xc,2,1,1,83.3,2003,es,NA,16,low,9300000
中南湾,dx,2,1,1,97,2014,sn,NA,16,low,5050000
政洋家园,ft,2,1,1,92.4,2002,sn,NA,16,low,4700000
西马金润家园,ft,2,1,1,80.4,1995,sn,NA,13,low,3800000
东三亲家坟,ft,2,0,1,68,1990,sn,NA,6,low,3400000
政洋家园,ft,1,1,1,55,2000,s,NA,18,low,2850000
海户西里,ft,1,1,1,47.8,1993,s,1800,18,low,2840000
景泰西里(东区),dc,3,1,1,57.1,1981,ws,NA,6,low,4600000
西罗园南里社区,ft,3,0,1,59.8,1993,es,NA,6,low,3380000
瀛海家园畅园,dx,2,1,1,82.5,2014,s,NA,15,low,2850000
瀛海家园逸园,dx,2,1,1,82.7,2016,sn,1600,15,low,2900000
瀛海家园融园,dx,2,1,1,85.1,2014,sn,1400,15,low,2950000
瀛海家园融园,dx,2,2,1,85.1,2014,sn,1400,15,low,2950000
阳光花园(马家堡101号院),ft,1,1,1,46.3,2010,s,NA,18,low,3430000
阳光花园(马家堡101号院),ft,1,1,1,46.3,2011,s,NA,20,low,3430000
马家堡路23号院,ft,2,1,1,55.4,1988,en,NA,18,low,2900000
西马金润家园,ft,2,1,1,80.4,1995,sn,NA,13,low,3800000
政洋家园,ft,2,1,1,92.4,2002,sn,NA,16,low,4700000
中南湾,dx,2,1,1,97,2000,sn,NA,16,low,5050000
中南湾,dx,2,1,1,97,2000,sn,NA,16,low,4760000
畅柳园,xc,2,1,1,83.3,2003,es,NA,16,low,9300000
悠胜美苑,dc,2,2,1,85.2,2011,sn,NA,12,low,5350000
政洋家园,ft,1,1,1,55,2000,s,NA,18,low,2850000
海户西里,ft,1,1,1,47.8,1993,s,1800,18,low,2840000
景泰西里(东区),dc,3,1,1,57.1,1981,ws,NA,6,low,4600000
瀛海家园融园,dx,2,2,1,85.7,2014,sn,1400,15,low,2990000
瀛海家园融园,dx,2,1,1,85.9,2014,sn,1400,15,low,2950000
阳光花园(马家堡101号院),ft,1,1,1,46.3,2011,s,NA,20,low,3430000
马家堡路23号院,ft,2,1,1,55.4,1988,en,NA,18,low,2900000
畅柳园,xc,2,1,1,83.3,2003,es,NA,16,low,9300000
悠胜美苑,dc,2,2,1,85.2,2011,sn,NA,12,low,5350000
西马金润家园,ft,2,1,1,80.4,1995,sn,NA,13,low,3800000
海户西里,ft,1,1,1,47.8,1993,s,1800,18,low,2840000
政洋家园,ft,1,1,1,55,2000,s,NA,18,low,2850000
景泰西里(东区),dc,3,1,1,57.1,1981,ws,NA,6,low,4600000
瀛海家园融园,dx,2,1,1,85.1,2014,sn,1400,15,low,2950000
瀛海家园融园,dx,2,2,1,85.1,2014,sn,1400,15,low,2990000
阳光花园(马家堡101号院),ft,1,1,1,46.3,2011,s,NA,20,low,3430000
西马金润家园,ft,2,1,1,80.4,1995,sn,NA,13,low,3800000
悠胜美苑,dc,2,2,1,85.2,2011,sn,NA,12,low,5350000
景泰西里(东区),dc,3,1,1,57.1,1981,ws,NA,6,low,4600000
阳光花园(马家堡101号院),ft,1,1,1,46.3,2011,s,NA,20,low,3430000
西马金润家园,ft,2,1,1,80.4,1995,sn,NA,13,low,3800000
阳光花园(马家堡101号院),ft,1,1,1,46.3,2011,s,NA,20,low,3430000
西马金润家园,ft,2,1,1,80.4,1995,sn,NA,13,low,3800000
阳光花园(马家堡101号院),ft,1,1,1,46.3,2011,s,NA,20,low,3430000
西马金润家园,ft,2,1,1,80.4,2000,sn,NA,13,low,3800000
西马金润家园,ft,2,1,1,80.4,1995,sn,NA,13,low,3800000
西马金润家园,ft,2,1,1,80.4,2005,sn,NA,13,low,3800000
瀛海家园融园,dx,2,2,1,85.1,2014,sn,1400,15,low,2990000
瀛海家园逸园,dx,2,1,1,82.6,2014,sn,1600,15,low,2800000
瀛海家园融园,dx,2,1,1,85.1,2014,sn,1400,15,low,2950000
久敬佳园,ft,2,1,1,98.4,2005,sn,NA,6,high,4300000
珠江骏景北区,ft,2,1,1,99.4,2004,ew,NA,9,high,6500000
世嘉丽晶,ft,2,1,1,84.4,2004,sn,600,6,high,3820000
珠江骏景北区,ft,2,2,1,99.2,2005,ew,NA,9,high,5800000
鑫福里小区,ft,2,2,1,82.1,1996,sn,NA,6,high,4100000
珠江骏景北区,ft,2,1,1,99,2005,ew,NA,9,high,5800000
久敬佳园,ft,2,1,1,97.5,2005,sn,NA,6,high,4650000
润枫锦尚,dx,2,1,1,94,2011,sn,NA,10,high,4250000
玉璟园,dx,2,1,1,96,2000,sn,NA,9,mid,4030000
兴隆都市馨园,dc,2,2,2,94.6,NA,sn,NA,6,high,8280000
前门前小区,dc,2,1,1,88,2010,sn,1100,7,high,9300000
和义西里(三区),ft,2,1,1,85,2000,sn,NA,6,high,3730000
芳源里,dx,2,1,1,95,2000,sn,NA,6,high,3950000
西马金润家园,ft,2,2,1,86.8,2006,sn,NA,6,high,4850000
珠江骏景北区,ft,2,1,1,99.2,2004,ew,NA,9,high,5800000
兴隆都市馨园,dc,2,2,2,94.4,2004,s,NA,6,high,7800000
上林苑,dx,2,1,1,97,2004,sn,NA,6,high,3360000
怡然家园(6号院),ft,2,1,1,91.4,2004,s,NA,6,high,4680000
和义西里(三区),ft,2,2,1,85.4,2004,sn,NA,6,high,3670000
珠江骏景北区,ft,2,1,1,99.4,2004,ew,NA,9,high,6500000
前门前小区,dc,2,2,1,90.1,2000,sn,1100,6,high,9350000
久敬佳园,ft,2,2,1,98.7,2005,sn,NA,6,high,4600000
芳源里,dx,2,1,1,89,2000,sn,NA,6,high,4150000
润枫锦尚,dx,2,2,1,94,2011,sn,NA,10,mid,4500000
瀛海家园融园,dx,2,2,1,85.4,2014,sn,1400,15,low,2950000
瀛海家园融园,dx,2,1,1,85.1,2014,sn,1400,15,low,2950000
瀛海家园逸园,dx,2,1,1,82.7,2014,sn,1600,15,low,2800000
珠江骏景北区,ft,2,1,1,99,2000,ew,NA,9,high,5800000
珠江骏景北区,ft,2,2,1,99.2,2005,ew,NA,9,high,5800000
润枫锦尚,dx,2,1,1,94,2000,sn,NA,10,high,4250000
兴隆都市馨园,dc,2,2,2,94.4,2004,s,NA,6,high,7800000
久敬佳园,ft,2,1,1,98.4,2005,sn,NA,6,high,4300000
芳源里,dx,2,1,1,89,2000,sn,NA,6,high,4150000
和义西里(三区),ft,2,2,1,85.4,2004,sn,NA,6,high,3670000
西马金润家园,ft,2,2,1,86.8,2006,sn,NA,6,high,4850000
珠江骏景北区,ft,2,1,1,99.2,2004,ew,NA,9,high,5800000
兴隆都市馨园,dc,2,2,2,94.6,2004,sn,NA,6,high,8280000
瀛海家园融园,dx,2,1,1,85.1,2014,sn,1400,15,low,2900000
瀛海家园逸园,dx,2,1,1,82.7,2014,sn,1600,15,low,2870000
瀛海家园融园,dx,2,2,1,85.1,2014,sn,1400,15,low,2970000
芳源里,dx,2,1,1,89,2000,sn,NA,6,high,4150000
珠江骏景北区,ft,2,1,1,99.2,2004,ew,NA,9,high,5800000
和义西里(三区),ft,2,2,1,85.4,2004,sn,NA,6,high,3670000
兴隆都市馨园,dc,2,2,2,94.6,NA,sn,NA,6,high,8280000
兴隆都市馨园,dc,2,2,2,94.4,NA,s,NA,6,high,7800000
瀛海家园融园,dx,2,1,1,85.1,2016,sn,1400,15,low,2950000
瀛海家园融园,dx,2,2,1,85.1,2014,sn,1400,15,low,2990000
和义西里(三区),ft,2,2,1,85.4,2004,sn,NA,6,high,3670000
兴隆都市馨园,dc,2,2,2,94.4,2004,s,NA,6,high,7800000
瀛海家园融园,dx,2,1,1,85.9,2014,sn,1400,15,low,2950000
瀛海家园融园,dx,2,2,1,85.1,2014,sn,1400,15,low,2990000
兴隆都市馨园,dc,2,2,2,94.4,NA,s,NA,6,high,7800000
瀛海家园融园,dx,2,1,1,85.1,2014,sn,1400,15,low,2900000
兴隆都市馨园,dc,2,2,2,94.4,2008,s,NA,6,high,7800000
瀛海家园融园,dx,2,1,1,85.1,2014,sn,1400,15,low,2900000
瀛海家园融园,dx,2,1,1,85.1,2014,sn,1400,15,low,2950000
瀛海家园融园,dx,2,1,1,85.1,2014,sn,1400,15,low,2950000
前门前小区,dc,2,1,1,90.1,2009,sn,1100,7,high,9350000
德茂佳苑,dx,2,1,1,86,2000,sn,NA,6,high,3100000
久敬佳园,ft,2,1,1,98.4,2005,sn,NA,6,high,4300000
建欣苑三里北区,ft,2,1,1,82.1,2004,sn,NA,6,high,4250000
芳源里,dx,2,1,1,89,2000,sn,NA,6,high,4150000
芳源里,dx,2,1,1,94,2000,sn,NA,6,high,4150000
上林苑,dx,2,1,1,97,2004,sn,NA,6,high,3360000
芳源里,dx,2,1,1,95,2000,sn,NA,6,high,3950000
珠江骏景北区,ft,2,1,1,99,2000,ew,NA,9,high,5800000
润枫锦尚,dx,2,1,1,91,2000,s,NA,10,mid,4200000
紫宸苑,dx,2,2,1,84.5,2016,sn,1000,11,mid,4200000
德茂佳苑,dx,2,1,1,86,2000,sn,NA,6,high,3100000
建欣苑五里,ft,2,2,1,97.4,2004,sn,NA,7,high,4730000
珠江骏景北区,ft,2,1,1,99.4,2004,ew,NA,9,high,6500000
珠江骏景北区,ft,2,1,1,99.4,2004,ew,NA,9,high,6500000
中南湾,dx,2,1,1,97,2000,sn,NA,9,high,4850000
前门前小区,dc,2,2,1,90.1,2000,sn,1100,6,high,9350000
芳源里,dx,2,1,1,89,2000,sn,NA,6,high,4150000
芳源里,dx,2,1,1,94,2000,sn,NA,6,high,4150000
德茂佳苑,dx,2,1,1,86,2000,sn,NA,6,high,3100000
西马金润家园,ft,2,2,1,86.8,2006,sn,NA,6,high,4850000
久敬佳园,ft,2,1,1,97.5,2005,sn,NA,6,high,4650000
鑫福里小区,ft,2,2,1,82.1,1996,sn,NA,6,high,4100000
西马金润家园,ft,2,2,1,86.8,2002,sn,NA,6,high,4850000
政洋家园,ft,2,1,2,97.2,2002,sn,NA,8,high,4850000
和义西里(三区),ft,2,2,1,85.4,2004,sn,NA,6,high,3670000
兴隆都市馨园,dc,2,2,2,94.4,2003,s,NA,6,high,7800000
中南湾,dx,2,1,1,96.7,2011,sn,NA,9,high,4850000
久敬佳园,ft,2,1,1,96.6,2005,sn,NA,6,high,4280000
珠江骏景北区,ft,2,1,1,99.2,2004,ew,NA,9,high,5800000
久敬佳园,ft,2,2,1,98.7,2005,sn,NA,6,high,4600000
珠江骏景北区,ft,2,2,1,99.2,2005,ew,NA,9,high,5800000
建欣苑三里北区,ft,2,1,1,82.1,2002,sn,NA,6,high,4700000
中南湾,dx,2,1,1,97,2011,sn,NA,9,high,4850000
润枫锦尚,dx,2,1,1,94,2000,sn,NA,10,high,4250000
中南湾,dx,2,1,1,96.7,2013,sn,NA,9,mid,4880000
德茂佳苑,dx,2,1,1,86,2000,sn,NA,6,high,3100000
芳源里,dx,2,1,1,89,2000,sn,NA,6,high,4150000
珠江骏景北区,ft,2,1,1,99.2,2004,ew,NA,9,high,5800000
润枫锦尚,dx,2,1,1,94,2000,sn,NA,10,high,4250000
润枫锦尚,dx,2,1,1,91,2000,s,NA,10,mid,4200000
建欣苑五里,ft,2,2,1,97.4,2004,sn,NA,7,high,4730000
芳源里,dx,2,1,1,94,2000,sn,NA,6,high,4150000
珠江骏景北区,ft,2,1,1,99.4,2004,ew,NA,9,high,6500000
芳源里,dx,2,1,1,95,2004,sn,NA,6,high,3950000
久敬佳园,ft,2,1,1,98.4,2005,sn,NA,6,high,4300000
中南湾,dx,2,1,1,97,2000,sn,NA,9,high,4850000
珠江骏景北区,ft,2,2,1,99.2,2005,ew,NA,9,high,5800000
久敬佳园,ft,2,1,1,96.6,2005,sn,NA,6,high,4280000
珠江骏景北区,ft,2,2,1,99.2,2005,ew,NA,9,high,5800000
中南湾,dx,2,1,1,97,2000,sn,NA,9,high,4850000
润枫锦尚,dx,2,1,1,91,2000,s,NA,10,mid,4200000
芳源里,dx,2,1,1,89,2000,sn,NA,6,high,4150000
久敬佳园,ft,2,1,1,96.6,2005,sn,NA,6,high,4280000
久敬佳园,ft,2,1,1,98.4,2005,sn,NA,6,high,4300000
珠江骏景北区,ft,2,1,1,99.2,2004,ew,NA,9,high,5800000
久敬佳园,ft,2,1,1,96.6,2005,sn,NA,6,high,4280000
润枫锦尚,dx,2,1,1,91,2000,s,NA,10,mid,4200000
中南湾,dx,2,1,1,97,2000,sn,NA,9,high,4850000
久敬佳园,ft,2,1,1,96.6,2005,sn,NA,6,high,4280000
芳源里,dx,2,1,1,89,2000,sn,NA,6,high,4150000
兴隆都市馨园,dc,2,2,2,94.4,NA,s,NA,6,high,7800000
和义西里(二区),ft,2,1,1,86.4,2000,sn,NA,6,high,3600000
久敬佳园,ft,2,1,1,96.6,2005,sn,NA,6,high,4280000
怡然家园(6号院),ft,2,1,1,91.4,2004,s,NA,6,high,4680000
珠江骏景北区,ft,2,1,1,99.2,2004,ew,NA,9,high,5800000
建欣苑五里,ft,2,2,1,97.4,2004,sn,NA,7,high,4730000
久敬佳园,ft,2,2,1,98.7,2005,sn,NA,6,high,4600000
芳源里,dx,2,2,1,91.3,2009,sn,NA,10,high,4300000
兴隆都市馨园,dc,1,1,1,28.7,2004,s,NA,7,low,3540000
兴隆都市馨园,dc,1,0,1,30.5,2004,s,NA,7,low,3500000
兴隆都市馨园,dc,1,0,1,29,2004,s,NA,7,low,3500000
兴隆都市馨园,dc,1,1,1,28.7,2004,s,NA,7,low,3550000
兴隆都市馨园,dc,1,0,1,31,2004,s,NA,7,low,3500000
石榴园北里小区,ft,2,1,1,64.1,1990,ew,NA,6,low,2980000
大红门东后街小区,ft,2,1,1,60.1,1988,sn,618,6,low,2990000
润枫锦尚,dx,1,2,1,64,2000,e,NA,10,low,2900000
润枫锦尚,dx,1,1,1,65,2000,e,NA,10,low,2900000
世嘉丽晶,ft,2,1,1,81.5,2005,ew,600,6,mid,4160000
久敬佳园,ft,2,1,1,87.8,2005,sn,NA,6,high,4480000
中南湾,dx,2,1,1,97,2011,sn,NA,9,mid,4970000
润枫锦尚,dx,2,2,1,85,2011,ws,NA,10,low,3850000
西马金润家园,ft,2,1,1,80.6,2020,sn,NA,6,mid,5500000
德茂佳苑,dx,2,1,1,85,2000,sn,NA,6,high,3250000
西马金润家园,ft,2,1,1,80.6,2001,sn,NA,7,mid,5500000
芳源里,dx,2,1,1,96,2000,sn,NA,6,mid,4450000
建欣苑三里北区,ft,2,1,1,82.1,2002,sn,NA,6,mid,4580000
芳源里,dx,2,1,1,95,2000,sn,NA,6,mid,4150000
久敬佳园,ft,2,1,1,99.7,2007,sn,NA,6,high,4670000
久敬佳园,ft,2,1,1,97.2,2005,sn,NA,6,high,4360000
前门前小区,dc,2,1,1,89.7,2009,sn,1100,7,high,8600000
德茂佳苑,dx,2,1,1,86.4,2001,sn,NA,6,high,3290000
中南湾,dx,2,1,1,97,2000,sn,NA,9,mid,4880000
天桥北里,xc,2,1,1,83.6,2002,es,416,9,mid,7900000
珠江骏景北区,ft,2,1,1,99.2,2004,ew,NA,9,high,5800000
兴隆都市馨园,dc,2,2,2,94.4,2005,s,NA,6,high,7800000
兴隆都市馨园,dc,1,1,1,28.7,2004,s,NA,7,low,3550000
兴隆都市馨园,dc,1,1,1,28.7,2005,s,NA,7,low,3540000
兴隆都市馨园,dc,1,0,1,29,2004,s,NA,7,low,3500000
兴隆都市馨园,dc,1,0,1,30.5,2004,s,NA,7,low,3500000
石榴园北里小区,ft,2,1,1,64.1,1990,ew,NA,6,low,2980000
大红门东后街小区,ft,2,1,1,60.1,1988,sn,618,6,low,2990000
久敬佳园,ft,2,1,1,99.7,2007,sn,NA,6,high,4670000
世嘉丽晶,ft,2,1,1,81.5,2005,ew,600,6,mid,4160000
久敬佳园,ft,2,1,1,87.8,2005,sn,NA,6,high,4480000
前门前小区,dc,2,1,1,89.7,2009,sn,1100,7,high,8600000
兴隆都市馨园,dc,2,2,2,94.4,2005,s,NA,6,high,7800000
兴隆都市馨园,dc,1,1,1,28.7,2004,s,NA,7,low,3540000
兴隆都市馨园,dc,1,1,1,28.7,2004,s,NA,7,low,3550000
大红门东后街小区,ft,2,1,1,60.1,1988,sn,618,6,low,2990000
石榴园北里小区,ft,2,1,1,64.1,1990,ew,NA,6,low,2980000
世嘉丽晶,ft,2,1,1,81.5,2005,ew,600,6,mid,4160000
前门前小区,dc,2,1,1,89.7,2009,sn,1100,7,high,8600000
久敬佳园,ft,2,1,1,87.8,2005,sn,NA,6,high,4480000
大红门东后街小区,ft,2,1,1,60.1,1988,sn,618,6,low,2990000
石榴园北里小区,ft,2,1,1,64.1,1990,ew,NA,6,low,2980000
前门前小区,dc,2,1,1,89.7,2009,sn,1100,7,high,8600000
石榴园北里小区,ft,2,1,1,64.1,1990,ew,NA,6,low,2980000
石榴园北里小区,ft,2,1,1,64.1,1990,ew,NA,6,low,2980000
石榴园北里小区,ft,2,1,1,64.1,1990,ew,NA,6,low,2980000
润枫锦尚,dx,2,1,1,91,2010,es,NA,10,mid,4200000
彩虹城(一区),ft,2,1,1,90,2004,sn,NA,9,mid,5600000
前门前小区,dc,2,1,1,89.7,2009,s,1100,6,high,8600000
上林苑,dx,2,1,1,94,2003,sn,NA,6,mid,3700000
清和园,dx,2,1,1,88,2000,sn,NA,6,mid,3380000
西马金润家园,ft,2,1,1,80.6,2020,sn,NA,6,mid,5500000
和义西里(四区),ft,2,1,1,83.8,2001,es,NA,7,high,3800000
德茂佳苑,dx,2,1,1,86,2000,sn,NA,6,mid,3380000
世嘉丽晶,ft,2,1,1,81.5,2005,ew,600,6,mid,4160000
久敬佳园,ft,2,1,1,97.2,2005,sn,NA,6,high,4360000
德茂佳苑,dx,2,1,1,86,2000,sn,NA,6,mid,3380000
润枫锦尚,dx,2,2,1,85,2011,ws,NA,10,low,3850000
菊源南里小区,dx,2,1,1,85,2003,sn,NA,6,high,3700000
芳源里,dx,2,1,1,96,2000,sn,NA,6,mid,4450000
西马金润家园,ft,2,1,1,93.8,2008,sn,NA,6,mid,5780000
久敬佳园,ft,2,1,1,99.7,2007,sn,NA,6,high,4670000
芳源里,dx,2,1,1,96,2003,sn,NA,6,mid,4450000
润枫锦尚,dx,2,1,1,91,2010,es,NA,10,mid,4200000
前门前小区,dc,2,1,1,86.7,2009,sn,1100,6,mid,8600000
久敬佳园,ft,2,1,1,91.4,2005,sn,NA,6,mid,4390000
西革新里108号院,dc,2,1,1,97.3,1995,sn,NA,6,mid,6650000
德茂佳苑,dx,2,1,1,86,2000,sn,NA,6,high,3290000
中南湾,dx,2,1,1,97,2011,sn,NA,9,mid,4630000
中南湾,dx,2,1,1,97,2010,sn,NA,9,mid,4880000
天桥北里,xc,2,1,1,83.6,2002,es,416,8,mid,7900000
西马金润家园,ft,2,1,1,80.6,2001,sn,NA,6,mid,5500000
金鱼池(西区),dc,2,1,1,88.7,2002,sn,NA,6,high,8500000
德茂佳苑,dx,2,1,1,86,2000,sn,NA,6,high,3290000
三槐家园,dx,2,2,1,84,2011,sn,NA,10,mid,3250000
和义西里(三区),ft,2,1,1,87,2000,sn,NA,6,high,3800000
中南湾,dx,2,1,1,97,2011,sn,NA,9,mid,4970000
彩虹城(一区),ft,2,1,1,90,2003,sn,NA,9,mid,5950000
和义西里(三区),ft,2,1,1,83.2,2004,sn,NA,6,high,4250000
和义南苑北里社区(一区),ft,2,1,1,93.9,2000,es,NA,6,mid,4100000
三槐家园,dx,2,1,1,84,2011,sn,NA,10,mid,3350000
天桥北里,xc,2,1,1,83.6,2002,es,416,9,mid,7900000
前门前小区,dc,2,1,1,89.7,2009,sn,1100,7,high,8600000
和义西里(三区),ft,2,1,1,80.2,2004,sn,NA,6,mid,3900000
芳源里,dx,2,1,1,96,2000,sn,NA,6,mid,4450000
西马金润家园,ft,2,1,1,93.8,2008,sn,NA,6,mid,5780000
和义西里(三区),ft,2,1,1,80.2,2004,sn,NA,6,mid,3900000
前门前小区,dc,2,1,1,89.7,2009,sn,1100,7,high,8600000
久敬佳园,ft,2,1,1,99.7,2007,sn,NA,6,high,4670000
前门前小区,dc,2,1,1,89.7,2009,s,1100,6,high,8600000
天桥北里,xc,2,1,1,83.6,2002,es,416,9,mid,7900000
德茂佳苑,dx,2,1,1,86,2000,sn,NA,6,high,3290000
上林苑,dx,2,1,1,94,2003,sn,NA,6,mid,3700000
中南湾,dx,2,1,1,97,2011,sn,NA,9,mid,4970000
久敬佳园,ft,2,1,1,91.4,2005,sn,NA,6,mid,4390000
彩虹城(一区),ft,2,1,1,90,2005,sn,NA,9,mid,5950000
天桥北里,xc,2,1,1,83.6,NA,es,416,8,mid,7900000
德茂佳苑,dx,2,1,1,86,2000,sn,NA,6,mid,3380000
德茂佳苑,dx,2,1,1,86,2000,sn,NA,6,high,3290000
天桥北里,xc,2,1,1,83.6,2002,es,416,9,mid,7900000
和义西里(三区),ft,2,1,1,80.2,2004,sn,NA,6,mid,3900000
前门前小区,dc,2,1,1,89.7,2009,sn,1100,7,high,8600000
彩虹城(一区),ft,2,1,1,90,2005,sn,NA,9,mid,5950000
久敬佳园,ft,2,1,1,99.7,2007,sn,NA,6,high,4670000
前门前小区,dc,2,1,1,89.7,2009,sn,1100,7,high,8600000
前门前小区,dc,2,1,1,89.7,2009,sn,1100,7,high,8600000
建欣苑一里,ft,2,2,1,88.6,2001,sn,796,6,high,5000000
润枫锦尚,dx,2,1,1,89,2000,s,NA,10,low,4250000
久敬佳园,ft,2,1,1,97.2,2005,sn,NA,6,high,4360000
德茂佳苑,dx,2,1,1,86,2000,sn,NA,6,mid,3380000
中南湾,dx,2,1,1,97,2000,sn,NA,9,mid,4970000
润枫锦尚,dx,2,2,1,85,2011,ws,NA,10,low,3850000
芳源里,dx,2,1,1,88,2000,sn,NA,6,mid,4120000
和义西里(三区),ft,2,1,1,81.2,2004,sn,NA,6,high,4100000
前门前小区,dc,2,1,1,89.7,2009,sn,1100,7,high,8600000
前门前小区,dc,2,1,1,82.7,2009,s,1100,7,mid,9100000
